machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_operation_12w,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,operation_score,latest_operation_score,profit_score_base,lifecycle_score_base,profit_tolerance_score,popularity_score,profit_score,lifecycle_score,overall_score,overall_grade,ai_comment
P大海物語4 スペシャル BLACK SCA,P,2021-06-02,140,13929.714285714286,28580,10560,19771.10714285714,38637,2390.9785714285713,3808,2024-09-25,11590,16737,2367,140,11582.5,11724.166666666666,P_0ef4fcbbfa,P大海物語4 スペシャル BLACK SCA,三洋,海物語,,パチンコ,False,False,27.09,25.27,31.05,61.95,29.27,33.83,30.01,45.85,35.69,D,P大海物語4 スペシャル BLACK SCAは平均稼働13930、平均粗利2391、稼働貢献週140週。人気指数33.8、粗利指数30.0、寿命指数45.9。
Pこの素晴らしい世界に祝福を 199LT「このラッキートリガーに祝福を!」,P,2024-03-13,8,21176.25,33010,13740,41006.875,61381,8427.375,12394,2024-05-01,13740,26856,5425,8,16145.0,21176.25,P_e536964d27,Pこの素晴らしい世界に祝福を 199LT「このラッキートリガーに祝福を!」,豊丸,,,甘デジ/ライト,False,True,44.39,30.46,56.64,3.54,51.13,33.41,53.42,18.08,35.58,D,Pこの素晴らしい世界に祝福を 199LT「このラッキートリガーに祝福を!」は平均稼働21176、平均粗利8427、稼働貢献週8週。人気指数33.4、粗利指数53.4、寿命指数18.1。
Pぱちんこアズールレーン THE ANIMATION MC2,P,2022-12-14,21,22504.285714285714,43580,10660,45466.23809523809,85089,7240.428571428572,12957,2023-05-10,13200,26676,4997,21,12312.5,16522.5,P_578c90466f,Pぱちんこアズールレーン THE ANIMATION MC2,京楽産業．,,,パチンコ,False,False,47.56,29.16,51.61,9.29,49.79,35.53,50.55,17.38,35.5,D,Pぱちんこアズールレーン THE ANIMATION MC2は平均稼働22504、平均粗利7240、稼働貢献週21週。人気指数35.5、粗利指数50.5、寿命指数17.4。
P烈火の炎3 H1AZ4,P,2019-11-27,6,19366.666666666668,34340,11940,36997.0,64314,10301.5,17710,2020-01-08,13350,25078,7972,6,14437.5,19366.666666666668,P_02eedd8be5,P烈火の炎3 H1AZ4,平和,,,パチンコ,False,False,40.07,29.52,64.59,2.65,53.56,31.3,58.15,15.85,35.49,D,P烈火の炎3 H1AZ4は平均稼働19367、平均粗利10302、稼働貢献週6週。人気指数31.3、粗利指数58.1、寿命指数15.8。
P緋弾のアリア ～緋緋神降臨～ ラッキートリガーVer.,P,2024-03-13,25,22374.8,40900,11420,46632.52,81009,7332.92,11836,2024-09-04,11420,24142,3841,25,13177.5,16053.333333333334,P_1d173849d5,P緋弾のアリア ～緋緋神降臨～ ラッキートリガーVer.,藤商事,,,LT,False,True,47.25,24.86,52.0,11.06,49.86,34.68,50.75,18.47,35.45,D,P緋弾のアリア ～緋緋神降臨～ ラッキートリガーVer.は平均稼働22375、平均粗利7333、稼働貢献週25週。人気指数34.7、粗利指数50.8、寿命指数18.5。
CR J-RUSH3 HSJ,P,2019-09-04,108,15231.851851851852,24300,7920,23782.37037037037,37388,3234.425925925926,7825,2021-11-17,14570,23519,2795,106,14420.0,14765.0,P_e44d9578c4,CR J-RUSH3 HSJ,ジェイビー,,,パチンコ,False,False,30.2,32.47,34.62,46.9,32.63,34.35,33.46,39.65,35.41,D,CR J-RUSH3 HSJは平均稼働15232、平均粗利3234、稼働貢献週106週。人気指数34.4、粗利指数33.5、寿命指数39.6。
e女神のカフェテラス JLZ,P,2025-08-27,25,20330.0,36320,13090,48501.28,84610,7922.16,12624,2026-06-24,13090,31533,4892,25,13665.0,15216.666666666666,P_0b692d67de,e女神のカフェテラス JLZ,JFJ,,,スマパチ,True,False,42.37,28.89,54.5,11.06,49.04,33.4,51.32,18.14,34.96,D,e女神のカフェテラス JLZは平均稼働20330、平均粗利7922、稼働貢献週25週。人気指数33.4、粗利指数51.3、寿命指数18.1。
P化物語 319ver.,P,2024-04-17,4,20662.5,32220,13420,42564.25,65087,8211.75,10389,2024-05-08,13420,27627,6496,4,20662.5,20662.5,P_88ecc45a24,P化物語 319ver.,サミー,,,パチンコ,False,False,43.16,29.69,55.73,1.77,50.07,32.21,52.43,18.33,34.81,D,P化物語 319ver.は平均稼働20662、平均粗利8212、稼働貢献週4週。人気指数32.2、粗利指数52.4、寿命指数18.3。
P牙狼コレクション RJ,P,2019-11-13,10,21888.0,41320,12990,20172.0,38244,7068.1,15255,2020-01-22,12990,12055,3967,10,15162.5,21888.0,P_8a3682fb98,P牙狼コレクション RJ,サンセイR&D,牙狼,,パチンコ,False,False,46.09,28.65,50.88,4.42,48.72,33.66,49.62,18.68,34.7,D,P牙狼コレクション RJは平均稼働21888、平均粗利7068、稼働貢献週10週。人気指数33.7、粗利指数49.6、寿命指数18.7。
ぱちんこCR北斗の拳6 天翔百裂 FTB,P,2019-09-04,120,12613.166666666666,20000,7140,25398.183333333334,37884,4365.541666666667,7631,2022-02-02,12140,25069,5408,117,12460.0,11788.333333333334,P_76cf142fed,ぱちんこCR北斗の拳6 天翔百裂 FTB,サミー,北斗の拳,,パチンコ,False,False,23.95,26.6,39.42,51.77,32.46,31.03,35.36,40.09,34.59,D,ぱちんこCR北斗の拳6 天翔百裂 FTBは平均稼働12613、平均粗利4366、稼働貢献週117週。人気指数31.0、粗利指数35.4、寿命指数40.1。
Pギルティクラウン2 ME,P,2023-10-25,3,20556.666666666668,29250,13830,45848.0,63793,8006.0,10436,2023-11-08,13830,31477,6134,3,20556.666666666668,20556.666666666668,P_f366366ff1,Pギルティクラウン2 ME,メーシー,,,パチンコ,False,False,42.91,30.68,54.86,1.33,49.48,32.19,51.72,17.96,34.49,D,Pギルティクラウン2 MEは平均稼働20557、平均粗利8006、稼働貢献週3週。人気指数32.2、粗利指数51.7、寿命指数18.0。
P聖戦士ダンバイン2 -ZEROLIMIT HYPER- HSFJA,P,2023-04-12,3,19313.333333333332,31160,9630,39347.666666666664,62408,10302.666666666666,21036,2023-04-26,9630,20026,3181,2,19313.333333333332,19313.333333333332,P_2e381436bd,P聖戦士ダンバイン2 -ZEROLIMIT HYPER- HSFJA,サミー,,,パチンコ,False,False,39.94,20.53,64.6,0.88,53.5,28.63,58.13,16.5,34.45,D,P聖戦士ダンバイン2 -ZEROLIMIT HYPER- HSFJAは平均稼働19313、平均粗利10303、稼働貢献週2週。人気指数28.6、粗利指数58.1、寿命指数16.5。
P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,P,2023-03-29,162,11123.95061728395,26690,9280,17368.29012345679,40000,4206.549382716049,10340,2026-06-24,11150,17549,3931,131,11022.5,11203.333333333334,P_0112233cf5,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,ニューギン,,,甘デジ/ライト,False,False,20.39,24.2,38.75,57.96,30.49,29.87,33.93,42.94,34.36,D,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.は平均稼働11124、平均粗利4207、稼働貢献週131週。人気指数29.9、粗利指数33.9、寿命指数42.9。
P新世紀エヴァンゲリオン～シト、新生～ G,P,2019-12-25,7,23667.14285714286,40000,15230,37949.142857142855,62298,4733.857142857143,8688,2020-02-12,15230,25071,3116,7,17232.5,23667.14285714286,P_4cfe359d30,P新世紀エヴァンゲリオン～シト、新生～ G,ビスティ,エヴァンゲリオン,,パチンコ,False,False,50.33,34.06,40.98,3.1,45.19,36.3,43.43,19.69,34.29,D,P新世紀エヴァンゲリオン～シト、新生～ Gは平均稼働23667、平均粗利4734、稼働貢献週7週。人気指数36.3、粗利指数43.4、寿命指数19.7。
P ayumi hamasaki ～LIVE in CASINO～ KG-JJF,P,2019-10-16,5,21520.0,31660,13130,31490.0,45490,7111.2,9138,2019-11-13,13130,19334,4582,5,18985.0,21520.0,P_b584647c7b,P ayumi hamasaki ～LIVE in CASINO～ KG-JJF,ディ・ライト,,,パチンコ,False,False,45.21,28.99,51.06,2.21,48.43,32.88,49.52,18.5,34.28,D,P ayumi hamasaki ～LIVE in CASINO～ KG-JJFは平均稼働21520、平均粗利7111、稼働貢献週5週。人気指数32.9、粗利指数49.5、寿命指数18.5。
Pぱちんこ仮面ライダー 轟音 M6,P,2020-09-16,7,23620.0,37880,13700,44958.28571428572,69218,5177.428571428572,6857,2020-10-28,13700,26775,3349,7,16907.5,23620.0,P_b280516b7b,Pぱちんこ仮面ライダー 轟音 M6,京楽産業．,,,パチンコ,False,False,50.22,30.36,42.86,3.1,46.17,35.43,44.79,19.54,34.27,D,Pぱちんこ仮面ライダー 轟音 M6は平均稼働23620、平均粗利5177、稼働貢献週7週。人気指数35.4、粗利指数44.8、寿命指数19.5。
P Re:ゼロから始める異世界生活,P,2021-01-20,7,21068.571428571428,36450,12080,35784.857142857145,59951,7910.857142857143,13158,2021-03-03,12100,20577,4398,7,14477.5,21068.571428571428,P_e4d7ff734c,P Re:ゼロから始める異世界生活,大都技研,リゼロ,,パチンコ,False,False,44.13,26.5,54.45,3.1,49.81,32.08,51.74,17.15,34.25,D,P Re:ゼロから始める異世界生活は平均稼働21069、平均粗利7911、稼働貢献週7週。人気指数32.1、粗利指数51.7、寿命指数17.1。
P花満開 月光 THE FINAL,P,2021-10-27,4,21137.5,29590,14160,37787.0,52216,7022.25,9936,2021-11-17,14160,25440,4530,4,21137.5,21137.5,P_172ddd6f2a,P花満開 月光 THE FINAL,西陣,,,パチンコ,False,False,44.3,31.48,50.69,1.77,47.81,32.94,49.01,18.78,34.22,D,P花満開 月光 THE FINALは平均稼働21138、平均粗利7022、稼働貢献週4週。人気指数32.9、粗利指数49.0、寿命指数18.8。
eフィーバーからくりサーカス2 魔王ver.,P,2024-11-13,45,21030.666666666668,37600,7710,46448.51111111111,81200,6368.622222222222,13877,2026-01-07,11430,25821,5062,41,9180.0,11457.5,P_ac10d15c2a,eフィーバーからくりサーカス2 魔王ver.,SANKYO,,,スマパチ,True,False,44.04,24.88,47.91,18.14,46.17,34.28,46.89,18.54,34.13,D,eフィーバーからくりサーカス2 魔王ver.は平均稼働21031、平均粗利6369、稼働貢献週41週。人気指数34.3、粗利指数46.9、寿命指数18.5。
P亜人～衝戟の全突フルスペック!～ 319ver.,P,2019-11-13,8,20417.5,37130,12090,37127.125,66534,6987.625,10046,2020-01-08,15790,28264,6258,8,14385.0,20417.5,P_7b49007521,P亜人～衝戟の全突フルスペック!～ 319ver.,平和,,,パチンコ,False,False,42.58,35.41,50.54,3.54,46.96,33.42,48.45,17.0,33.82,D,P亜人～衝戟の全突フルスペック!～ 319ver.は平均稼働20418、平均粗利6988、稼働貢献週8週。人気指数33.4、粗利指数48.5、寿命指数17.0。
Pバジリスク～甲賀忍法帖～2 MD,P,2019-12-25,5,22434.0,36100,13090,34848.6,54485,5829.8,8945,2020-01-29,13090,20728,3719,5,19017.5,22434.0,S_bf13426644,Pバジリスク～甲賀忍法帖～2 MD,メーシー,バジリスク,,スロット,False,False,47.39,28.89,45.63,2.21,46.42,33.63,46.09,19.06,33.73,D,Pバジリスク～甲賀忍法帖～2 MDは平均稼働22434、平均粗利5830、稼働貢献週5週。人気指数33.6、粗利指数46.1、寿命指数19.1。
Pモンスターハンター ダブルクロス SFB,P,2021-10-27,6,22705.0,40650,9910,44728.166666666664,76364,6646.0,9428,2021-12-08,9910,20189,3254,5,15935.0,22705.0,P_41262ac527,Pモンスターハンター ダブルクロス SFB,サミー,,,パチンコ,False,False,48.04,21.21,49.09,2.21,48.62,32.22,48.82,18.12,33.67,D,Pモンスターハンター ダブルクロス SFBは平均稼働22705、平均粗利6646、稼働貢献週5週。人気指数32.2、粗利指数48.8、寿命指数18.1。
P北斗の拳8 覇王FQA,P,2019-09-11,14,19462.14285714286,40820,10890,31322.928571428572,63563,7510.214285714285,16134,2020-01-08,16030,26193,7470,14,12600.0,16503.333333333332,S_895ca07926,P北斗の拳8 覇王FQA,サミー,北斗の拳,,スロット,False,False,40.3,35.99,52.76,6.19,47.15,33.09,49.49,15.61,33.64,D,P北斗の拳8 覇王FQAは平均稼働19462、平均粗利7510、稼働貢献週14週。人気指数33.1、粗利指数49.5、寿命指数15.6。
Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,P,2022-03-16,12,22153.333333333332,42070,11140,43128.083333333336,76397,6390.916666666667,10468,2022-06-08,11160,22471,3009,12,11695.0,22153.333333333332,P_5a2ceff7df,Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,京楽産業．,,,パチンコ,False,False,46.72,24.23,48.01,5.31,47.43,32.89,47.67,18.13,33.63,D,Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバーは平均稼働22153、平均粗利6391、稼働貢献週12週。人気指数32.9、粗利指数47.7、寿命指数18.1。
Pフィーバートータル・イクリプス V,P,2019-11-27,4,20635.0,30710,13520,29794.75,43541,7036.75,9585,2019-12-18,13520,19642,4708,4,20635.0,20635.0,P_66ca2abedf,Pフィーバートータル・イクリプス V,SANKYO,,,パチンコ,False,False,43.1,29.93,50.75,1.77,47.31,31.96,48.74,18.3,33.58,D,Pフィーバートータル・イクリプス Vは平均稼働20635、平均粗利7037、稼働貢献週4週。人気指数32.0、粗利指数48.7、寿命指数18.3。
P真 黄門ちゃま H1AZ5,P,2020-03-11,3,21086.666666666668,29930,14010,38631.333333333336,54135,6518.0,8195,2020-03-25,14010,26002,4886,3,21086.666666666668,21086.666666666668,P_2727f04585,P真 黄門ちゃま H1AZ5,平和,,,パチンコ,False,False,44.17,31.11,48.55,1.33,46.58,32.58,47.4,18.47,33.5,D,P真 黄門ちゃま H1AZ5は平均稼働21087、平均粗利6518、稼働貢献週3週。人気指数32.6、粗利指数47.4、寿命指数18.5。
PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,P,2021-09-29,168,11779.166666666666,29390,8770,15489.14880952381,33008,2994.8273809523807,4557,2025-05-07,10660,15096,3378,135,9792.5,9369.166666666666,P_fa53c5b510,PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,ニューギン,,,甘デジ/ライト,False,False,21.96,23.02,33.61,59.73,28.37,30.42,30.55,42.47,33.47,D,PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.は平均稼働11779、平均粗利2995、稼働貢献週135週。人気指数30.4、粗利指数30.6、寿命指数42.5。
P戦国乙女6 暁の関ヶ原 M2AZ1Y,P,2020-10-14,26,22646.53846153846,43040,11650,38201.653846153844,65773,4758.2307692307695,7580,2021-05-12,13530,23311,3456,26,12495.0,15343.333333333334,P_a695cdff9a,P戦国乙女6 暁の関ヶ原 M2AZ1Y,アムテックス,戦国乙女,,パチンコ,False,False,47.9,29.95,41.09,11.5,44.15,35.76,42.88,18.07,33.47,D,P戦国乙女6 暁の関ヶ原 M2AZ1Yは平均稼働22647、平均粗利4758、稼働貢献週26週。人気指数35.8、粗利指数42.9、寿命指数18.1。
P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.,P,2019-11-13,6,20538.333333333332,38020,11320,33934.666666666664,61200,7883.0,13708,2019-12-18,11320,19396,5193,6,14347.5,20538.333333333332,P_c032bd5713,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.,大一商会,,,パチンコ,False,False,42.87,24.61,54.34,2.65,49.18,30.89,51.33,16.52,33.43,D,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.は平均稼働20538、平均粗利7883、稼働貢献週6週。人気指数30.9、粗利指数51.3、寿命指数16.5。
Pぱちんこ新鬼武者 狂鬼乱舞 ズバババ90XX9,P,2019-09-25,6,20038.333333333332,31100,13240,36934.5,56185,7618.0,11460,2019-10-30,13240,24551,5229,6,15825.0,20038.333333333332,P_db65a69f2f,Pぱちんこ新鬼武者 狂鬼乱舞 ズバババ90XX9,オッケー．,,,パチンコ,False,False,41.67,29.25,53.21,2.65,48.02,31.4,50.18,16.75,33.37,D,Pぱちんこ新鬼武者 狂鬼乱舞 ズバババ90XX9は平均稼働20038、平均粗利7618、稼働貢献週6週。人気指数31.4、粗利指数50.2、寿命指数16.8。
e バイオハザード6 APN,P,2026-05-20,6,19240.0,29830,11280,46607.833333333336,71354,8745.833333333334,12337,2026-06-24,11280,27456,5658,6,15457.5,19240.0,P_967eaacce0,e バイオハザード6 APN,七匠,,,スマパチ,True,False,39.77,24.52,57.99,2.65,49.79,29.54,53.21,16.14,33.29,D,e バイオハザード6 APNは平均稼働19240、平均粗利8746、稼働貢献週6週。人気指数29.5、粗利指数53.2、寿命指数16.1。
e 新世紀エヴァンゲリオン ～はじまりの記憶～ R,P,2025-12-31,26,21216.153846153848,43930,11700,49770.5,99424,6039.653846153846,15982,2026-06-24,12050,28781,3313,26,12385.0,14735.833333333334,P_c91c5e648d,e 新世紀エヴァンゲリオン ～はじまりの記憶～ R,ビスティ,エヴァンゲリオン,,スマパチ,True,False,44.48,26.38,46.52,11.5,45.6,33.47,45.98,17.66,33.27,D,e 新世紀エヴァンゲリオン ～はじまりの記憶～ Rは平均稼働21216、平均粗利6040、稼働貢献週26週。人気指数33.5、粗利指数46.0、寿命指数17.7。
e 化物語 鬼99ver.,P,2026-06-17,2,18115.0,20090,16140,41532.0,45809,8326.5,9163,2026-06-24,16140,37255,7490,2,18115.0,18115.0,P_ce89b519ec,e 化物語 鬼99ver.,サミー,,,スマパチ,True,False,37.08,36.26,56.22,0.88,47.61,30.69,51.2,15.36,33.01,D,e 化物語 鬼99ver.は平均稼働18115、平均粗利8326、稼働貢献週2週。人気指数30.7、粗利指数51.2、寿命指数15.4。
eぱちんこ押忍!番長 漢の頂 L09,P,2025-01-15,50,19916.2,45590,7220,43208.66,93971,7803.82,18682,2026-02-04,7990,18067,3735,36,9752.5,8725.833333333334,P_63bb64a943,eぱちんこ押忍!番長 漢の頂 L09,大都技研,番長,,スマパチ,True,False,41.38,16.57,54.0,15.93,48.32,30.78,50.69,15.79,33.01,D,eぱちんこ押忍!番長 漢の頂 L09は平均稼働19916、平均粗利7804、稼働貢献週36週。人気指数30.8、粗利指数50.7、寿命指数15.8。
eカケグルイ 7500ver,P,2026-05-20,6,19876.666666666668,30650,11060,49551.0,75448,7932.166666666667,10624,2026-06-24,11060,27599,4716,6,15960.0,19876.666666666668,P_657ad4ab7e,eカケグルイ 7500ver,ディ・ライト,,,スマパチ,True,False,41.29,23.99,54.54,2.65,48.58,29.97,51.06,16.7,32.98,D,eカケグルイ 7500verは平均稼働19877、平均粗利7932、稼働貢献週6週。人気指数30.0、粗利指数51.1、寿命指数16.7。
P貞子vs伽椰子 頂上決戦 FUZ,P,2019-12-25,5,19422.0,28630,12630,38355.2,56356,7875.2,11432,2020-01-29,12630,25144,5001,5,17120.0,19422.0,P_eec5b0bbd2,P貞子vs伽椰子 頂上決戦 FUZ,藤商事,,,パチンコ,False,False,40.2,27.78,54.3,2.21,47.96,30.27,50.6,16.58,32.95,D,P貞子vs伽椰子 頂上決戦 FUZは平均稼働19422、平均粗利7875、稼働貢献週5週。人気指数30.3、粗利指数50.6、寿命指数16.6。
